"Day","Period","Min","Mean","Max"
1,"Period 07-21",1.78773316049383,2.26198643209877,2.4722830617284
2,"Period 07-21",1.78648975308642,2.2546234691358,2.47279365432099
3,"Period 07-21",1.76898375308642,2.24463412962963,2.47506367901235
4,"Period 07-21",1.70664071604938,2.22440297530864,2.4760657037037
5,"Period 07-21",1.68724597530864,2.21338996296296,2.46927585185185
6,"Period 07-21",1.68015656790123,2.19788790123457,2.45858409876543
7,"Period 07-21",1.66311920987654,2.18450850617284,2.45128935802469
8,"Period 07-21",1.64620713580247,2.17199156790123,2.44031933333333
9,"Period 07-21",1.63200254320988,2.15800479012346,2.43297343209877
10,"Period 07-21",1.61728558024691,2.13859545061728,2.4140029382716
11,"Period 07-21",1.60200943209877,2.11668072222222,2.38471
12,"Period 07-21",1.58279733333333,2.08325867901235,2.32568740740741
13,"Period 07-21",1.56944017283951,2.07288458641975,2.3063224691358
14,"Period 07-21",1.56292844444444,2.0645227962963,2.30448713580247
15,"Period 07-21",1.56662014814815,2.04786805555556,2.27927701234568
16,"Period 07-21",1.53824441975309,2.00546118518519,2.25962540740741
17,"Period 07-21",1.54549918518519,1.9890594691358,2.25637844444444
18,"Period 07-21",1.53775298765432,1.98185810493827,2.25527619753086
19,"Period 07-21",1.51386269135802,1.94993498148148,2.18703012345679
20,"Period 07-21",1.48612533333333,1.93252229012346,2.15874775308642
21,"Period 07-21",1.47549958024691,1.92204889506173,2.14385165432099
22,"Period 07-21",1.47058155555556,1.91387248765432,2.13008434567901
23,"Period 07-21",1.45845362962963,1.90329536419753,2.10523135802469
24,"Period 07-21",1.44966567901235,1.89211754938272,2.09379950617284
25,"Period 07-21",1.44420279012346,1.8777055,2.07492841975309
26,"Period 07-21",1.43639491358025,1.85881992592593,2.0498775308642
27,"Period 07-21",1.43151790123457,1.83658685185185,2.03476098765432
28,"Period 07-21",1.40139483950617,1.8152412654321,2.01546333333333
29,"Period 07-21",1.3815182962963,1.81337798765432,2.0089747654321
30,"Period 07-21",1.38783738271605,1.80518182716049,1.99026725925926
31,"Period 07-21",1.38073614814815,1.79622342592593,1.97686360493827
32,"Period 07-21",1.37833666666667,1.78163309876543,1.96631096296296
33,"Period 07-21",1.37308313580247,1.77104356790123,1.94905251851852
34,"Period 07-21",1.35061180246914,1.75187801851852,1.9262062962963
35,"Period 07-21",1.34143861728395,1.73237698765432,1.91481849382716
36,"Period 07-21",1.33262622222222,1.71949752469136,1.90211995061728
37,"Period 07-21",1.32410558024691,1.70882625925926,1.89414266666667
38,"Period 07-21",1.31509098765432,1.69600456790123,1.88802908641975
39,"Period 07-21",1.28976908641975,1.68238069753086,1.88272696296296
40,"Period 07-21",1.27813039506173,1.67335413580247,1.87884412345679
41,"Period 07-21",1.26508883950617,1.66235944444444,1.86397039506173
42,"Period 07-21",1.25042782716049,1.65089193209877,1.84368313580247
43,"Period 07-21",1.2469777037037,1.6388505308642,1.81916674074074
44,"Period 07-21",1.23093844444444,1.6262422345679,1.81786627160494
45,"Period 07-21",1.21700824691358,1.61085934567901,1.80624335802469
46,"Period 07-21",1.22300528395062,1.59916717901235,1.79144555555556
47,"Period 07-21",1.22213207407407,1.5863572345679,1.76628335802469
48,"Period 07-21",1.19642703703704,1.56947864814815,1.74573575308642
49,"Period 07-21",1.16820990123457,1.55051475925926,1.72053654320988
50,"Period 07-21",1.15499249382716,1.5351912962963,1.70267972839506
51,"Period 07-21",1.14944691358025,1.5290079691358,1.69090728395062
52,"Period 07-21",1.14535222222222,1.5211442654321,1.68310241975309
53,"Period 07-21",1.12969056790123,1.50758514197531,1.67090145679012
54,"Period 07-21",1.11903098765432,1.49504064197531,1.65652266666667
55,"Period 07-21",1.11441898765432,1.48369290123457,1.63371469135802
56,"Period 07-21",1.1108172345679,1.47830925925926,1.63296316049383
57,"Period 07-21",1.10269125925926,1.4627724382716,1.61078945679012
58,"Period 07-21",1.09799972839506,1.45291777160494,1.59865945679012
59,"Period 07-21",1.09435298765432,1.44034979012346,1.58651782716049
60,"Period 07-21",1.07986713580247,1.42580641975309,1.57887071604938
61,"Period 07-21",1.06881688888889,1.41489737037037,1.57677081481481
62,"Period 07-21",1.04293335802469,1.3982447037037,1.56924116049383
63,"Period 07-21",1.03824333333333,1.39082654938272,1.56466069135802
64,"Period 07-21",1.04013474074074,1.39424734567901,1.56365886419753
65,"Period 07-21",1.04116985185185,1.39304097530864,1.56134518518519
66,"Period 07-21",1.03683155555556,1.38421628395062,1.55746071604938
67,"Period 07-21",1.02572069135802,1.3741802345679,1.55079508641975
68,"Period 07-21",1.01794103703704,1.36933893209877,1.54764086419753
69,"Period 07-21",1.01116837037037,1.36228980246914,1.54588474074074
70,"Period 07-21",1.006548,1.35205077160494,1.53681706172839
71,"Period 07-21",1.0098795308642,1.34551746296296,1.52485185185185
72,"Period 07-21",1.00778834567901,1.33689606790123,1.5114972345679
73,"Period 07-21",0.993404666666667,1.3251869691358,1.49764338271605
74,"Period 07-21",0.979000666666667,1.3157137345679,1.48399380246914
75,"Period 07-21",0.975517802469136,1.31366657407407,1.47314362962963
76,"Period 07-21",0.972972987654321,1.28991847530864,1.46654661728395
77,"Period 07-21",0.96991824691358,1.27749677160494,1.45400525925926
78,"Period 07-21",0.967537481481481,1.27296166049383,1.44804962962963
79,"Period 07-21",0.970175061728395,1.2681755617284,1.44160079012346
80,"Period 07-21",0.967023012345679,1.2579925617284,1.43140212345679
81,"Period 07-21",0.968559604938272,1.24973669135802,1.43833224691358
82,"Period 07-21",0.966352938271605,1.24824038888889,1.46646530864198
83,"Period 07-21",0.94845150617284,1.23548387037037,1.45079271604938
84,"Period 07-21",0.937978049382716,1.23031788271605,1.43955760493827
85,"Period 07-21",0.938259703703704,1.21768880864198,1.41871688888889
86,"Period 07-21",0.934443086419753,1.20448713580247,1.38676548148148
87,"Period 07-21",0.935895580246914,1.19371429012346,1.34957634567901
88,"Period 07-21",0.946518567901235,1.18970566049383,1.33387041975309
89,"Period 07-21",0.946534320987654,1.17978880246914,1.29661454320988
90,"Period 07-21",0.938743975308642,1.17199702469136,1.28492869135802
91,"Period 07-21",0.929411827160494,1.16391275925926,1.27903313580247
92,"Period 07-21",0.917304864197531,1.15737167283951,1.26654266666667
93,"Period 07-21",0.895268098765432,1.15099990740741,1.26119841975309
94,"Period 07-21",0.88797837037037,1.13750590740741,1.24596765432099
95,"Period 07-21",0.868883901234568,1.12486567901235,1.24708175308642
96,"Period 07-21",0.858994197530864,1.10637449382716,1.25051743209877
97,"Period 07-21",0.856310345679012,1.10329531481481,1.24828950617284
98,"Period 07-21",0.857437604938272,1.0909265,1.20771474074074
99,"Period 07-21",0.845926395061728,1.08043848765432,1.20187651851852
100,"Period 07-21",0.840428938271605,1.06599674691358,1.19019167901235
101,"Period 07-21",0.823273086419753,1.06522364197531,1.18337259259259
102,"Period 07-21",0.811548567901235,1.07061892592593,1.20733039506173
103,"Period 07-21",0.814272666666667,1.06848342592593,1.21631891358025
104,"Period 07-21",0.815199580246914,1.06145816666667,1.21079792592593
105,"Period 07-21",0.80214750617284,1.04728875308642,1.20817886419753
106,"Period 07-21",0.804371037037037,1.03643401851852,1.19741111111111
107,"Period 07-21",0.800902320987654,1.02446366049383,1.17074548148148
108,"Period 07-21",0.801829530864198,1.01986159876543,1.15422972839506
109,"Period 07-21",0.780129975308642,1.01126291975309,1.14493330864198
110,"Period 07-21",0.761866938271605,1.00023933950617,1.11183740740741
111,"Period 07-21",0.772951901234568,1.00868008641975,1.12521795061728
112,"Period 07-21",0.777911802469136,1.01710753703704,1.14798965432099
113,"Period 07-21",0.772838172839506,1.02118214197531,1.15258387654321
114,"Period 07-21",0.764702148148148,1.01887548765432,1.15075444444444
115,"Period 07-21",0.767373925925926,1.01753480246914,1.13595387654321
116,"Period 07-21",0.771585234567901,1.02072927160494,1.13560649382716
117,"Period 07-21",0.76854849382716,1.02734212962963,1.15673938271605
118,"Period 07-21",0.763857358024691,1.02547982098765,1.14463120987654
119,"Period 07-21",0.775260345679012,1.02995592592593,1.14409461728395
120,"Period 07-21",0.791234444444444,1.04035649382716,1.14543412345679
121,"Period 07-21",0.791001580246914,1.0470195617284,1.15660182716049
122,"Period 07-21",0.782618740740741,1.04804463580247,1.16498619753086
123,"Period 07-21",0.795149530864197,1.06344240123457,1.18032654320988
124,"Period 07-21",0.797534987654321,1.06997454938272,1.20194325925926
125,"Period 07-21",0.801008938271605,1.07922661111111,1.2109235308642
126,"Period 07-21",0.833393777777778,1.09995362345679,1.23447409876543
127,"Period 07-21",0.828507975308642,1.10498427777778,1.23672691358025
128,"Period 07-21",0.833009185185185,1.1177735,1.24221113580247
129,"Period 07-21",0.839569086419753,1.13360529012346,1.26412797530864
130,"Period 07-21",0.87559237037037,1.15631817901235,1.28562609876543
131,"Period 07-21",0.898921037037037,1.1867087962963,1.30387580246914
132,"Period 07-21",0.909211432098765,1.20054265432099,1.31919051851852
133,"Period 07-21",0.921057555555555,1.19871921604938,1.31219434567901
134,"Period 07-21",0.942083209876543,1.2300372654321,1.36748525925926
135,"Period 07-21",0.969310444444444,1.25180350617284,1.35492044444444
136,"Period 07-21",0.952118271604938,1.2602009691358,1.38226069135802
137,"Period 07-21",0.972398839506173,1.29073092592593,1.45783916049383
138,"Period 07-21",1.01034461728395,1.29404637037037,1.46519533333333
139,"Period 07-21",1.02019066666667,1.30624895061728,1.4472275308642
140,"Period 07-21",1.01233180246914,1.31977761111111,1.44894733333333
141,"Period 07-21",1.0384347654321,1.34995374074074,1.48577711111111
142,"Period 07-21",1.02895310185185,1.33311766203704,1.44334266203704
143,"Period 07-21",1.06817541666667,1.3715175318287,1.48297771990741
144,"Period 07-21",1.09743983796296,1.40402318287037,1.53578666666667
145,"Period 07-21",1.07729244212963,1.39768657407407,1.53807225694444
146,"Period 07-21",1.12494428240741,1.4277625462963,1.5496503125
147,"Period 07-21",1.17829416005291,1.46721781167328,1.58867998677249
148,"Period 07-21",1.16142716435185,1.49643238932292,1.64845788483796
149,"Period 07-21",1.21402757716049,1.52222269483025,1.65708218364198
150,"Period 07-21",1.19426796296296,1.53615657407407,1.67081494598765
151,"Period 07-21",1.2245880239899,1.55644897885101,1.68378307659933
152,"Period 07-21",1.28220732323232,1.5949096417298,1.74853234217172
153,"Period 07-21",1.30900698021886,1.60363283564815,1.72334895833333
154,"Period 07-21",1.35793707175926,1.63108473668981,1.76914170138889
155,"Period 07-21",1.33880759920635,1.63325894758598,1.74616992063492
156,"Period 07-21",1.35155988425926,1.66070858796296,1.7945906712963
157,"Period 07-21",1.33744674074074,1.70019201851852,1.89006940740741
158,"Period 07-21",1.38313204938272,1.72562735185185,1.8764492345679
159,"Period 07-21",1.4138152345679,1.76965527160494,1.89720975308642
160,"Period 07-21",1.51804619753086,1.79967887654321,1.948296
161,"Period 07-21",1.4817502962963,1.80909783333333,1.93983390123457
162,"Period 07-21",1.54700345679012,1.84063570987654,1.99581101234568
163,"Period 07-21",1.55285150617284,1.88642206790123,2.03102128395062
164,"Period 07-21",1.51377155555556,1.87168548765432,2.04044249382716
165,"Period 07-21",1.61151269135802,1.91639860493827,2.08913318518519
166,"Period 07-21",1.63991182716049,1.95268361728395,2.12388098765432
167,"Period 07-21",1.7354657037037,1.99561612962963,2.10567612345679
168,"Period 07-21",1.71906471604938,1.99385081481481,2.13294975308642
169,"Period 07-21",1.71565144675926,1.98950473958333,2.15819909722222
170,"Period 07-21",1.66862722222222,1.99103679398148,2.12597592592593
171,"Period 07-21",1.69290478174603,2.00877563409392,2.15779856481482
172,"Period 07-21",1.69418336516204,2.01990699146412,2.167188359375
173,"Period 07-21",1.74292395833333,2.05606278935185,2.22157205246914
174,"Period 07-21",1.75390655092593,2.0446505931713,2.17422732638889
175,"Period 07-21",1.82140541666667,2.08505495896465,2.2350869949495
176,"Period 07-21",1.82876378472222,2.14151946180556,2.28340069444444
177,"Period 07-21",1.9091928587963,2.16546298321759,2.30587228009259
178,"Period 07-21",1.85736605324074,2.13281183159722,2.23498753472222
179,"Period 07-21",2.01881649382716,2.24454611728395,2.38243358024691
180,"Period 07-21",2.01204772839506,2.23425655555556,2.39272755555556
181,"Period 07-21",2.01823698765432,2.27781608641975,2.43220404938272
182,"Period 07-21",2.03581597530864,2.26991254320988,2.41279044444444
183,"Period 07-21",2.05118567901235,2.29822696296296,2.48384165432099
184,"Period 07-21",2.07777567901235,2.32296061111111,2.4662992345679
185,"Period 07-21",2.12754249382716,2.33835279012346,2.49930162962963
186,"Period 07-21",2.10088288888889,2.3434997962963,2.50449750617284
187,"Period 07-21",2.09696525925926,2.34659282098765,2.5121484691358
188,"Period 07-21",2.09761874074074,2.37260214197531,2.52420520987654
189,"Period 07-21",2.04224132523148,2.28772079282407,2.46752618634259
190,"Period 07-21",2.01351543981481,2.2813909837963,2.4647283912037
191,"Period 07-21",2.0023523776455,2.26760568617725,2.45387208002645
192,"Period 07-21",2.01845358796296,2.30675202256944,2.49654538483796
193,"Period 07-21",2.03008417824074,2.30231605902778,2.51653042824074
194,"Period 07-21",2.02155502314815,2.30267901909722,2.52541554398148
195,"Period 07-21",1.97532658038721,2.2799607444234,2.54085871632997
196,"Period 07-21",1.99726574074074,2.29643434027778,2.50262467592593
197,"Period 07-21",2.09724943209877,2.33051574074074,2.54343224691358
198,"Period 07-21",2.05782279012346,2.38706822222222,2.70710054320988
199,"Period 07-21",2.07595138271605,2.36254195679012,2.64979419753086
200,"Period 07-21",2.01593812345679,2.31731028395062,2.60980819753086
201,"Period 07-21",2.02745419753086,2.32081063580247,2.67883871604938
202,"Period 07-21",2.02476469135802,2.31772856790123,2.64151439506173
203,"Period 07-21",2.04240585185185,2.33032396296296,2.63264439506173
204,"Period 07-21",2.0157242962963,2.31903377160494,2.64146491358025
205,"Period 07-21",2.04098649382716,2.31810657407407,2.62556202469136
206,"Period 07-21",2.01276202469136,2.27612658641975,2.5633547654321
207,"Period 07-21",1.87182527777778,2.2123596412037,2.53933476851852
208,"Period 07-21",1.87985511863426,2.21308654224537,2.56929755497685
209,"Period 07-21",1.86822947751323,2.17370137070106,2.44564837301587
210,"Period 07-21",1.83101929108796,2.17581223090278,2.47128608217593
211,"Period 07-21",1.78408591145833,2.16542531032986,2.48125814236111
212,"Period 07-21",1.80801368055556,2.16565491030093,2.48925303240741
213,"Period 07-21",1.72039962384259,2.1277109302662,2.46534095486111
214,"Period 07-21",1.80530632098765,2.18460377777778,2.54902244444444
215,"Period 07-21",1.7426830617284,2.15892790123457,2.52447854320988
216,"Period 07-21",1.79484866666667,2.12263391358025,2.4711627654321
217,"Period 07-21",1.68364745679012,2.05751508641975,2.39972503703704
218,"Period 07-21",1.69337558024691,2.07627459259259,2.471542
219,"Period 07-21",1.69240180246914,2.04491865432099,2.37352965432099
220,"Period 07-21",1.68729520987654,2.01582868518518,2.32355022222222
221,"Period 07-21",1.69990392592593,2.01454700617284,2.34399116049383
222,"Period 07-21",1.64087804938272,1.9875837654321,2.29327069135802
223,"Period 07-21",1.61090466666667,1.93621409259259,2.25522155555556
224,"Period 07-21",1.53430527777778,1.86329875868056,2.15653211805556
225,"Period 07-21",1.49339733796296,1.82811036706349,2.10686426917989
226,"Period 07-21",1.42496296957672,1.80757789351852,2.11014124338624
227,"Period 07-21",1.42325308449074,1.79823128327546,2.12359883969907
228,"Period 07-21",1.39433129298942,1.77083016617063,2.05495520833333
229,"Period 07-21",1.34775611441799,1.73424693204365,2.00822683862434
230,"Period 07-21",1.33874625578704,1.71571193865741,2.004189375
231,"Period 07-21",1.32747192592593,1.72006533333333,2.04494039506173
232,"Period 07-21",1.31309930864198,1.69287151851852,1.99522120987654
233,"Period 07-21",1.29322651851852,1.67196027160494,2.00980459259259
234,"Period 07-21",1.25430619753086,1.643437,1.97499019753086
235,"Period 07-21",1.23612955555556,1.6087242654321,1.88996259259259
236,"Period 07-21",1.22216511111111,1.58258793827161,1.81419298765432
237,"Period 07-21",1.25035320987654,1.54708240123457,1.75396516049383
238,"Period 07-21",1.23316318518519,1.53349415432099,1.75867582716049
239,"Period 07-21",1.20261125925926,1.5310015,1.80502935802469
240,"Period 07-21",1.16429572839506,1.5104694691358,1.80407301234568
241,"Period 07-21",1.10841055555556,1.43823575231481,1.70641393518519
242,"Period 07-21",1.08264568783069,1.41636492146164,1.67359789021164
243,"Period 07-21",1.04723215277778,1.39546551339286,1.65779118055556
244,"Period 07-21",1.03596572337963,1.38227453776042,1.66627499421296
